personid,sex,birthday,ethnicity
181387,0,1936-01-28 0:00,1
38486,0,1973-08-21 0:00,1
85367,1,1960-05-06 0:00,1
327714,0,1978-03-20 0:00,1
15343,0,1979-04-13 0:00,1
251194,0,1960-11-04 0:00,1
287370,1,1970-01-29 0:00,1
163237,0,1971-11-28 0:00,1
151233,1,1930-03-08 0:00,1
116424,0,1944-04-02 0:00,1
178228,0,1968-04-01 0:00,1
140467,1,1954-06-14 0:00,1
161795,0,1962-11-04 0:00,1
75219,0,1973-03-22 0:00,1
51979,1,1970-01-25 0:00,1
241950,1,1976-05-01 0:00,1
264722,0,1984-04-20 0:00,1
278898,1,2008-03-09 0:00,1
263039,1,1968-09-08 0:00,1
39791,1,1946-10-29 0:00,1
356690,1,1961-03-10 0:00,1
278844,1,1935-02-11 0:00,1
367302,0,1978-04-22 0:00,1
217965,1,1970-07-29 0:00,1
364874,1,1966-07-17 0:00,1
337924,1,1991-12-15 0:00,1
166298,1,1952-12-14 0:00,1
269494,1,1972-08-09 0:00,1
127210,1,1980-08-20 0:00,1
113221,1,1945-11-30 0:00,1
197889,1,1960-02-08 0:00,1
54346,1,1970-04-08 0:00,1
331779,0,1941-03-19 0:00,1
129198,0,1936-04-01 0:00,1
66429,0,1974-01-19 0:00,1
332411,1,1967-04-12 0:00,1
340775,0,1975-09-04 0:00,1
89284,0,1997-06-27 0:00,1
120300,1,1997-08-16 0:00,1
192048,0,2002-04-15 0:00,1
305255,0,1969-11-28 0:00,1
326097,1,1932-10-13 0:00,1
304624,1,1953-07-17 0:00,1
126093,0,1934-07-14 0:00,1
364152,1,1976-02-01 0:00,1
345139,0,1969-08-31 0:00,1
93733,1,1975-06-26 0:00,1
132381,1,1952-02-22 0:00,1
317906,1,1957-08-31 0:00,1
261796,0,1982-08-16 0:00,1
305524,0,1936-04-15 0:00,1
145758,0,1932-10-19 0:00,1
164858,1,1934-12-12 0:00,1
208296,1,1968-06-24 0:00,1
318965,0,1959-11-17 0:00,1
269054,1,1971-08-21 0:00,1
14261,1,1955-12-12 0:00,1
43760,0,1994-12-16 0:00,1
242171,0,1966-01-24 0:00,1
84654,0,1967-07-07 0:00,1
254127,1,1939-02-23 0:00,1
315708,0,1935-04-01 0:00,1
161371,0,1964-10-25 0:00,1
67130,1,1970-04-19 0:00,1
133903,1,1925-12-18 0:00,1
256054,0,1960-11-13 0:00,1
250793,1,1954-03-15 0:00,1
132354,1,1959-08-30 0:00,1
235710,0,1972-12-31 0:00,1
55183,0,1978-04-19 0:00,1
195280,0,1939-09-28 0:00,1
159929,1,1958-07-31 0:00,1
264807,1,1997-09-12 0:00,1
333728,1,1921-12-19 0:00,1
285791,1,1984-01-31 0:00,1
95734,1,1999-05-01 0:00,1
281638,0,1927-11-27 0:00,1
244637,0,1951-02-27 0:00,1
293205,1,1966-02-14 0:00,1
111832,1,1992-08-05 0:00,1
156712,0,1958-08-05 0:00,1
90750,0,1969-03-08 0:00,1
161850,1,1957-09-24 0:00,1
260779,0,1965-09-29 0:00,1
285841,0,1961-02-16 0:00,1
137655,0,1927-02-11 0:00,1
41891,1,1924-09-02 0:00,1
257368,0,1969-09-19 0:00,1
31197,1,2001-06-21 0:00,1
297509,1,1979-10-29 0:00,1
119687,0,1956-11-22 0:00,1
35730,1,1955-12-10 0:00,1
338441,1,1971-03-22 0:00,1
111114,0,1935-02-03 0:00,1
49441,1,1936-02-29 0:00,1
343977,1,1978-03-12 0:00,1
290889,1,1962-08-23 0:00,1
40990,0,1952-03-01 0:00,1
233452,1,1956-02-04 0:00,1
140948,0,1967-05-20 0:00,1
37321,0,1969-09-14 0:00,1
329664,0,1999-03-21 0:00,1
288044,1,1931-04-03 0:00,1
288857,0,1981-10-23 0:00,1
19419,0,1946-01-23 0:00,1
155011,1,1939-06-06 0:00,1
270306,1,1958-12-25 0:00,1
149613,0,1968-01-29 0:00,1
257189,0,1962-07-03 0:00,1
126837,0,1960-05-21 0:00,1
315170,0,1952-12-29 0:00,1
204821,0,1976-01-29 0:00,1
65339,0,1945-08-18 0:00,1
318075,1,1968-09-11 0:00,1
302755,0,1946-10-16 0:00,1
295183,0,1944-09-28 0:00,1
202671,0,1964-12-24 0:00,1
287084,1,1965-05-25 0:00,1
129809,0,1936-05-20 0:00,1
186286,0,1942-07-02 0:00,1
17899,1,1925-03-19 0:00,1
257699,0,1944-07-12 0:00,1
202791,1,1917-06-21 0:00,1
296513,0,1957-04-20 0:00,1
4482,0,1964-05-28 0:00,1
243900,1,1973-11-04 0:00,1
277198,1,1952-02-03 0:00,1
276919,1,1948-08-25 0:00,1
274421,0,1972-08-29 0:00,1
261824,1,1941-11-27 0:00,1
106413,1,1939-06-23 0:00,1
321245,1,1990-07-09 0:00,1
99046,0,1970-05-21 0:00,1
289824,1,1978-01-03 0:00,1
248839,0,2003-12-19 0:00,1
158179,0,1948-07-25 0:00,1
251483,1,1983-04-23 0:00,1
140373,1,1971-01-27 0:00,1
271742,1,2009-09-29 0:00,1
354262,1,1997-01-13 0:00,1
233827,0,1934-06-13 0:00,1
209390,0,1925-01-14 0:00,1
181208,1,1999-08-01 0:00,1
232097,1,1924-05-09 0:00,1
52036,1,1934-03-26 0:00,1
15407,1,1975-02-03 0:00,1
141759,1,1940-03-03 0:00,1
350862,1,1985-08-02 0:00,1
91881,0,1938-05-27 0:00,1
279738,1,1928-08-20 0:00,1
355368,0,1973-08-19 0:00,1
18587,1,1962-04-28 0:00,1
147576,0,1931-11-25 0:00,1
289675,1,1923-04-09 0:00,1
269599,0,1969-10-04 0:00,1
76208,0,1939-01-10 0:00,1
10680,1,1920-09-19 0:00,1
69696,1,1981-10-29 0:00,1
309004,0,1957-11-20 0:00,1
271117,1,1991-12-28 0:00,1
42791,0,1952-02-26 0:00,1
168860,1,1966-10-02 0:00,1
355591,0,1969-11-07 0:00,1
238859,0,1965-02-20 0:00,1
269038,1,1997-09-18 0:00,1
317854,1,1954-03-23 0:00,1
363660,0,1959-12-07 0:00,1
233158,1,1965-05-17 0:00,1
240178,1,1954-02-12 0:00,1
180415,1,1979-10-27 0:00,1
351051,1,1999-11-09 0:00,1
338105,0,1967-07-24 0:00,1
236655,0,1973-06-11 0:00,1
179729,0,1961-12-13 0:00,1
116253,1,1939-10-05 0:00,1
264967,0,1986-07-12 0:00,1
69701,1,1963-10-23 0:00,1
214983,0,1923-09-12 0:00,1
165710,0,1958-07-11 0:00,1
186511,1,1941-05-01 0:00,1
290654,0,1983-03-06 0:00,1
204530,0,1957-10-14 0:00,1
269805,1,1989-08-03 0:00,1
124224,0,1941-07-25 0:00,1
358365,1,1996-08-12 0:00,1
134998,0,1939-06-02 0:00,1
143799,0,1917-07-09 0:00,1
249668,0,1955-01-19 0:00,1
315576,1,1950-02-25 0:00,1
259254,1,1923-01-10 0:00,1
25205,0,1947-03-29 0:00,1
345630,0,1941-01-24 0:00,1
330038,0,1928-02-14 0:00,1
270739,1,1965-02-14 0:00,1
171313,1,1973-01-03 0:00,1
306942,1,1948-07-17 0:00,1
121762,1,1970-10-17 0:00,1
8160,0,1971-03-10 0:00,1
260705,0,1933-11-07 0:00,1
260238,0,1947-04-27 0:00,1
303061,0,1945-01-22 0:00,1
189379,0,1965-02-10 0:00,1
323946,1,1979-01-08 0:00,1
136797,1,1987-06-12 0:00,1
268895,0,1943-05-16 0:00,1
210226,1,1947-08-29 0:00,1
226361,0,1919-11-28 0:00,1
311921,1,1994-12-30 0:00,1
341203,1,1947-04-10 0:00,1
314819,0,1927-09-26 0:00,1
47357,0,1970-10-27 0:00,1
262460,0,1973-07-15 0:00,1
319544,1,1959-03-28 0:00,1
173200,1,1964-10-11 0:00,1
127384,0,2000-05-06 0:00,1
306530,0,1937-02-22 0:00,1
279871,0,1956-12-14 0:00,1
66033,0,1966-05-21 0:00,1
331805,0,1969-10-08 0:00,1
284380,1,2004-08-08 0:00,1
160322,1,1960-12-24 0:00,1
33068,1,1936-08-19 0:00,1
359317,1,1968-07-12 0:00,1
320797,1,1956-04-25 0:00,1
251278,0,1955-07-26 0:00,1
30999,0,1993-04-29 0:00,1
348204,0,1958-02-14 0:00,1
141416,0,1949-12-09 0:00,1
111904,0,1965-03-11 0:00,1
182490,1,1971-09-02 0:00,1
322617,1,1999-03-05 0:00,1
311817,1,1973-06-20 0:00,1
236167,0,1950-06-21 0:00,1
235583,1,1930-03-24 0:00,1
7200,1,1937-09-25 0:00,1
24608,0,1961-09-04 0:00,1
147193,1,1945-12-26 0:00,1
216325,0,1960-11-08 0:00,1
164040,1,1935-01-14 0:00,1
363030,0,1947-09-04 0:00,1
188026,0,1939-01-14 0:00,1
35063,1,1954-12-10 0:00,1
233828,0,1976-03-28 0:00,1
264498,0,1976-07-23 0:00,1
252099,0,1942-08-21 0:00,1
324672,1,1942-01-20 0:00,1
207493,1,1974-02-11 0:00,1
238787,0,1928-12-14 0:00,1
178405,1,1967-10-22 0:00,1
332444,0,1992-05-20 0:00,1
220921,1,1950-08-16 0:00,1
103228,0,1953-07-07 0:00,1
218548,0,1973-12-26 0:00,1
25267,1,1962-11-25 0:00,1
41254,0,1963-11-27 0:00,1
266064,0,1963-09-06 0:00,1
198864,1,1974-06-21 0:00,0
81702,0,1980-03-12 0:00,1
229201,0,1953-03-18 0:00,1
348703,0,1977-04-12 0:00,1
78486,1,1956-07-02 0:00,1
156078,1,1970-01-14 0:00,1
95367,1,1974-07-02 0:00,1
24351,1,1977-11-23 0:00,1
218437,0,1960-06-07 0:00,1
159669,1,1932-10-21 0:00,1
271465,1,1960-12-15 0:00,1
274817,1,1951-11-21 0:00,1
162091,0,1968-06-29 0:00,1
25384,0,1946-03-31 0:00,1
251804,1,1953-12-12 0:00,1
37780,0,1977-11-15 0:00,1
31104,1,1976-03-12 0:00,1
188054,0,1966-12-17 0:00,1
219510,1,1996-09-16 0:00,1
57239,1,1961-02-02 0:00,1
299936,1,1943-01-27 0:00,1
66783,0,1966-12-10 0:00,1
121296,1,1954-08-29 0:00,1
366784,1,1934-03-01 0:00,1
181468,1,1961-03-31 0:00,1
198317,1,1944-06-13 0:00,1
34751,1,1957-08-30 0:00,1
314208,0,1942-09-20 0:00,1
97252,1,1960-12-08 0:00,1
322998,0,1948-09-29 0:00,1
130986,0,1928-05-01 0:00,1
217288,0,1941-02-01 0:00,1
225783,0,1947-01-25 0:00,1
153187,1,1942-11-06 0:00,1
58905,0,1938-12-28 0:00,1
333820,0,1949-02-24 0:00,1
256984,1,2007-07-26 0:00,1
79803,1,1998-03-10 0:00,1
271457,0,1959-01-04 0:00,1
103753,1,1978-02-07 0:00,1
344543,0,2010-12-18 0:00,1
161629,1,1929-11-04 0:00,1
252784,0,1943-10-19 0:00,1
325303,0,1929-12-07 0:00,1
220607,0,1951-09-03 0:00,1
196484,1,1948-05-22 0:00,1
308785,1,2000-04-15 0:00,1
11947,0,1968-09-15 0:00,1
208142,0,1944-06-28 0:00,1
231375,1,1951-04-05 0:00,1
110512,1,1954-03-27 0:00,1
328136,1,1993-12-15 0:00,1
5828,1,1957-05-13 0:00,1
284693,0,1971-02-24 0:00,1
38349,0,1971-10-12 0:00,1
349802,1,2004-07-05 0:00,1
38386,1,1965-04-03 0:00,1
317252,1,1937-02-23 0:00,1
133809,0,1951-06-15 0:00,1
271362,1,1943-06-21 0:00,1
125125,1,1930-05-27 0:00,1
258230,0,1969-11-18 0:00,1
71871,1,1975-05-13 0:00,1
359105,0,1941-08-18 0:00,1
108385,1,1941-11-23 0:00,1
41195,1,1986-08-26 0:00,1
38840,1,1966-09-06 0:00,1
197489,0,1947-12-20 0:00,1
37939,1,1956-05-06 0:00,1
34161,1,1974-09-16 0:00,1
85941,0,1962-02-11 0:00,1
33798,1,1968-03-06 0:00,1
155156,0,1932-02-20 0:00,1
164249,0,1939-02-03 0:00,1
230711,1,1949-05-19 0:00,1
23173,1,1976-11-19 0:00,1
342971,1,1991-03-15 0:00,1
253871,0,1948-04-11 0:00,1
252411,1,1959-01-22 0:00,1
309759,0,1973-03-22 0:00,1
181417,1,1962-12-03 0:00,1
306221,1,1959-08-24 0:00,1
347816,1,1969-05-20 0:00,1
129077,1,1969-02-13 0:00,1
97156,1,1948-01-17 0:00,1
354911,1,1993-03-27 0:00,1
326178,0,1927-10-18 0:00,1
1582,0,1932-06-18 0:00,1
168676,0,1932-04-23 0:00,1
156789,0,1966-02-15 0:00,1
116346,1,1992-01-07 0:00,1
145228,1,1933-06-20 0:00,1
136235,1,1974-05-09 0:00,1
351525,1,1947-02-24 0:00,1
108010,0,1953-10-12 0:00,1
283802,1,1948-09-13 0:00,1
101721,1,1957-09-18 0:00,1
328827,0,1973-01-15 0:00,1
235110,1,1958-10-25 0:00,1
28508,0,1990-06-07 0:00,1
102565,0,1952-02-05 0:00,1
25856,1,1955-04-21 0:00,1
36657,1,1962-04-21 0:00,1
79854,0,1938-03-22 0:00,1
346493,0,1947-09-10 0:00,1
137711,0,1975-01-04 0:00,1
44596,1,1953-01-10 0:00,1
165,1,1949-07-02 0:00,1
112040,1,1937-09-22 0:00,1
212047,0,1979-01-10 0:00,1
310779,1,1966-02-16 0:00,1
48804,0,1964-02-20 0:00,1
82786,0,1955-10-20 0:00,1
310256,0,1971-07-10 0:00,1
303887,0,1963-04-12 0:00,1
176937,0,1954-03-05 0:00,1
178336,1,1934-01-03 0:00,1
280981,0,1971-07-17 0:00,1
212843,1,1993-02-26 0:00,1
116473,1,1959-12-22 0:00,1
349113,1,1967-06-30 0:00,1
355473,1,1982-10-04 0:00,0
168118,1,1981-02-02 0:00,1
299977,1,1992-03-01 0:00,1
115125,1,1969-02-03 0:00,1
7886,1,1962-10-21 0:00,1
3918,0,1950-12-04 0:00,1
166506,1,1946-08-15 0:00,1
67229,1,1933-10-02 0:00,1
254586,1,1959-11-11 0:00,1
220314,0,1963-02-14 0:00,1
160242,0,2000-11-07 0:00,1
13174,1,1930-12-23 0:00,1
205552,0,1963-08-13 0:00,1
118,0,1972-02-01 0:00,1
192656,0,2005-09-07 0:00,1
171294,1,1964-01-31 0:00,1
327936,1,1947-02-02 0:00,1
342616,0,1973-03-23 0:00,1
183010,1,1990-01-27 0:00,1
333369,1,1974-12-31 0:00,1
134089,1,1936-07-29 0:00,1
197414,0,1969-06-24 0:00,1
325643,1,1988-07-11 0:00,1
237047,1,1916-07-29 0:00,1
80401,0,1956-11-14 0:00,1
128473,0,1959-11-05 0:00,1
260361,1,1955-11-08 0:00,1
165907,1,1966-05-15 0:00,1
132991,0,1972-04-24 0:00,1
308502,0,1980-06-09 0:00,1
4459,0,1963-11-25 0:00,1
305179,1,1958-08-08 0:00,1
311999,0,1971-01-15 0:00,1
57998,1,1995-06-09 0:00,1
302546,0,1962-09-03 0:00,1
323480,1,1961-05-28 0:00,1
271397,1,1959-04-28 0:00,1
217553,1,1938-03-01 0:00,1
267557,1,1964-08-12 0:00,1
104435,0,1964-02-09 0:00,1
165575,1,2003-02-13 0:00,1
38112,1,1971-01-18 0:00,1
47484,1,1936-09-08 0:00,1
64777,0,1978-01-25 0:00,1
45305,0,1957-01-25 0:00,1
344411,1,1981-12-07 0:00,1
138052,1,1984-10-16 0:00,1
24314,0,1943-02-26 0:00,1
53806,1,1948-10-15 0:00,1
16163,0,1970-02-26 0:00,1
318431,0,2009-12-19 0:00,1
187203,1,2006-03-20 0:00,1
54701,0,1956-05-07 0:00,1
190104,0,1961-05-28 0:00,1
318668,1,1954-07-13 0:00,1
5865,1,1947-12-10 0:00,1
269123,1,1990-02-16 0:00,1
250153,0,2004-03-22 0:00,1
259577,1,1941-12-21 0:00,1
248083,0,1933-12-03 0:00,1
304809,0,1937-11-30 0:00,1
88635,1,1938-07-16 0:00,1
212346,1,1986-06-07 0:00,1
328053,1,1968-04-20 0:00,1
323953,1,1940-05-12 0:00,1
178837,1,1969-11-10 0:00,1
306697,0,1971-02-10 0:00,1
304480,0,1971-10-27 0:00,1
249462,1,1956-10-19 0:00,1
31590,0,1935-03-09 0:00,1
366719,0,1919-12-30 0:00,1
143436,1,1960-02-22 0:00,1
356131,1,1967-03-15 0:00,1
99730,1,1980-09-16 0:00,1
26339,0,1962-05-01 0:00,1
294746,1,1957-05-23 0:00,1
353406,0,1950-12-22 0:00,1
16160,0,1976-01-14 0:00,1
189885,0,1928-11-19 0:00,1
326125,1,1985-02-04 0:00,1
229969,1,1984-07-16 0:00,0
40833,0,1951-10-17 0:00,1
109893,1,1953-08-13 0:00,1
344286,1,1978-09-19 0:00,1
363449,0,1967-12-12 0:00,1
121407,0,1960-07-07 0:00,1
90445,1,1982-11-02 0:00,1
143190,0,1945-09-19 0:00,0
31013,1,1962-05-17 0:00,1
126163,1,1964-09-16 0:00,1
210839,1,1980-01-29 0:00,1
190880,0,2001-03-01 0:00,1
273226,1,1995-12-20 0:00,1
67763,1,1959-05-05 0:00,1
97641,1,1983-12-28 0:00,1
119983,0,1965-09-18 0:00,1
151064,1,1990-04-07 0:00,1
152927,1,1960-03-05 0:00,1
176851,0,1968-05-10 0:00,1
30365,1,1989-09-18 0:00,1
52935,0,1964-03-03 0:00,1
301960,1,1959-10-30 0:00,1
112214,1,1946-01-10 0:00,1
108189,0,1994-12-25 0:00,1
57153,1,1950-07-31 0:00,1
55825,1,1977-06-29 0:00,1
262527,0,1958-09-24 0:00,1
238175,1,1951-11-01 0:00,1
72129,0,2010-07-08 0:00,1
268995,1,1944-04-26 0:00,1
369564,0,1947-04-24 0:00,1
236348,0,1964-11-03 0:00,1
52796,0,1958-04-11 0:00,1
55592,1,1950-05-02 0:00,1
317475,1,1953-12-15 0:00,1
103770,1,1963-12-30 0:00,1
347146,1,1968-11-02 0:00,1
8193,1,1966-03-01 0:00,1
366827,0,1959-12-14 0:00,1
177926,1,1939-10-07 0:00,1
131834,1,1976-03-25 0:00,1
77638,0,1995-01-23 0:00,1
128896,1,1974-01-17 0:00,1
152105,1,1965-11-29 0:00,1
42280,0,2003-05-12 0:00,1
303108,0,1960-02-18 0:00,1
102688,1,1984-12-31 0:00,1
370719,0,1958-12-24 0:00,1
7639,0,1927-12-23 0:00,1
140433,0,1982-07-31 0:00,1
351725,1,1930-06-24 0:00,1
141154,1,1983-03-04 0:00,1
230047,1,2000-12-29 0:00,1
237989,1,1971-12-22 0:00,1
93309,0,1969-12-20 0:00,1
353944,1,1958-09-18 0:00,1
151025,0,1925-11-06 0:00,1
55622,1,1961-03-05 0:00,1
191618,1,1929-12-13 0:00,1
309224,1,1926-07-29 0:00,1
177417,1,1918-07-28 0:00,1
212348,0,1957-07-11 0:00,1
319141,0,1963-07-04 0:00,1
5589,1,1963-01-10 0:00,1
135855,1,1970-09-21 0:00,1
16146,0,1948-03-17 0:00,1
258459,0,1988-02-06 0:00,1
230378,0,1971-11-01 0:00,1
294119,0,2002-07-17 0:00,1
315969,0,1972-05-31 0:00,1
314623,0,1999-06-25 0:00,1
353850,0,1933-05-27 0:00,1
65414,1,1993-04-28 0:00,1
32458,1,1999-12-24 0:00,1
369963,1,1999-12-20 0:00,1
41018,0,1973-08-09 0:00,1
32911,0,1956-05-01 0:00,1
130332,1,1992-03-29 0:00,1
35642,0,1950-07-22 0:00,1
2706,0,1950-01-29 0:00,1
158279,0,1962-09-14 0:00,1
146676,0,1980-11-08 0:00,1
272773,0,1963-06-25 0:00,1
325184,1,1970-09-16 0:00,1
108368,0,1956-11-21 0:00,1
365356,0,1935-08-29 0:00,1
15653,1,1977-11-07 0:00,1
8884,0,1959-12-29 0:00,1
235983,0,1987-06-08 0:00,1
249173,1,1936-09-19 0:00,1
356404,0,1966-09-28 0:00,1
178360,0,1965-10-11 0:00,1
271370,0,1956-10-27 0:00,1
293242,0,1949-08-12 0:00,1
192592,0,1961-02-14 0:00,1
162457,1,1978-09-10 0:00,1
78988,0,1996-07-25 0:00,1
180052,1,1964-03-24 0:00,1
81043,0,2000-03-12 0:00,1
325490,0,1941-12-18 0:00,1
190392,1,1950-04-25 0:00,1
364564,0,1982-11-15 0:00,1
218650,1,1977-07-19 0:00,1
309234,1,2005-03-24 0:00,1
362532,0,1926-07-12 0:00,1
298465,0,1982-11-03 0:00,1
29283,0,1972-01-13 0:00,1
156682,1,1939-06-29 0:00,1
196761,0,1965-10-11 0:00,1
12612,0,1959-06-09 0:00,1
159504,0,1976-08-11 0:00,1
261989,1,1974-02-20 0:00,0
310169,1,1985-06-01 0:00,1
71521,0,1961-10-21 0:00,1
5127,1,2003-10-08 0:00,1
227036,1,1952-11-15 0:00,1
134977,1,1987-09-24 0:00,1
194060,1,1984-02-28 0:00,1
262662,1,1996-09-25 0:00,1
288223,1,1977-07-12 0:00,1
362863,1,1967-04-18 0:00,1
143405,1,1952-08-04 0:00,1
192844,0,1973-03-27 0:00,1
172170,0,1946-06-03 0:00,1
27954,1,1934-01-11 0:00,1
12683,1,1948-03-27 0:00,1
324120,1,1953-02-23 0:00,1
89739,1,1976-02-29 0:00,1
44962,0,1933-02-28 0:00,1
56624,1,1989-06-02 0:00,1
199822,0,1991-08-17 0:00,1
107814,0,1972-11-14 0:00,1
314238,1,1960-07-30 0:00,1
334420,1,1943-01-29 0:00,1
257315,1,1970-08-21 0:00,1
51631,1,1970-08-30 0:00,1
87175,1,1933-12-10 0:00,1
208066,0,1981-07-02 0:00,1
79526,1,1963-07-21 0:00,1
45824,1,1929-08-21 0:00,1
1146,0,1936-09-25 0:00,1
340693,1,1954-12-03 0:00,1
108192,0,1961-04-04 0:00,1
85778,0,1979-11-10 0:00,1
303473,1,1992-02-29 0:00,1
224881,0,1984-06-30 0:00,1
332318,0,1980-03-15 0:00,1
288438,0,1964-01-03 0:00,1
312541,1,2004-05-01 0:00,1
109193,1,1968-07-09 0:00,1
366821,1,1949-08-01 0:00,1
62268,0,1977-04-19 0:00,1
236081,0,1955-01-18 0:00,1
24303,1,1975-11-26 0:00,1
199716,0,1977-01-06 0:00,1
138465,0,1986-11-12 0:00,1
132195,1,1946-02-12 0:00,1
79134,1,1976-12-18 0:00,1
247228,0,1957-01-04 0:00,1
117804,0,1967-11-12 0:00,1
159920,0,1911-05-14 0:00,1
340815,1,1971-11-08 0:00,1
365754,0,1937-01-15 0:00,1
362038,0,1970-03-30 0:00,1
215400,0,1942-12-07 0:00,1
301603,0,1958-12-09 0:00,1
334800,0,1965-02-17 0:00,1
254504,1,1974-09-15 0:00,1
280882,1,1990-04-17 0:00,1
91153,1,1989-07-23 0:00,1
260841,0,1928-12-19 0:00,1
137737,1,1977-12-04 0:00,1
63366,0,1947-04-20 0:00,1
366263,1,1964-12-16 0:00,1
157895,1,1993-11-28 0:00,1
215557,1,1967-12-22 0:00,1
261966,1,1965-07-11 0:00,1
73644,0,1934-12-07 0:00,1
163514,0,1972-08-25 0:00,1
53249,1,1959-06-14 0:00,1
354794,1,1985-03-21 0:00,1
43444,0,1936-06-30 0:00,1
287863,1,1961-09-22 0:00,1
302792,1,1970-10-26 0:00,1
47147,1,1968-03-27 0:00,1
222243,1,1968-12-08 0:00,1
358305,1,1929-12-25 0:00,1
365564,0,1965-10-13 0:00,1
110273,0,1937-09-15 0:00,1
357816,0,1922-05-02 0:00,1
15280,0,1966-09-20 0:00,1
358680,1,1989-11-28 0:00,1
174644,1,1982-03-29 0:00,1
279774,1,1955-09-24 0:00,1
71843,1,1990-02-17 0:00,1
265973,0,1989-08-07 0:00,1
207025,0,1946-04-03 0:00,1
26238,0,1973-05-04 0:00,1
189993,1,1970-04-19 0:00,1
285293,1,2003-11-06 0:00,1
156322,1,1971-03-09 0:00,1
369638,0,1970-12-14 0:00,1
13551,1,1959-06-27 0:00,1
321405,0,1964-03-16 0:00,1
202756,1,1934-09-25 0:00,1
369996,1,1964-10-22 0:00,1
134491,0,1954-05-12 0:00,1
125718,0,1935-03-20 0:00,1
193514,0,1964-11-30 0:00,1
307474,0,1969-08-02 0:00,1
283627,1,1959-10-20 0:00,1
191059,0,1945-04-03 0:00,1
101074,0,1997-02-19 0:00,1
11087,1,1958-11-12 0:00,1
273049,0,1953-10-03 0:00,1
208948,1,1993-06-29 0:00,1
2617,0,1959-05-06 0:00,1
229018,0,1937-03-11 0:00,1
122676,1,2004-12-21 0:00,1
94333,0,1969-11-09 0:00,1
235428,1,1936-10-06 0:00,1
105232,1,2004-04-08 0:00,1
13545,0,1974-06-12 0:00,1
326006,0,1964-10-14 0:00,1
38493,0,1967-01-03 0:00,1
5972,0,1965-12-22 0:00,1
108376,1,1939-07-24 0:00,1
62079,0,1960-02-26 0:00,1
256748,0,1933-06-26 0:00,1
320702,1,2001-02-01 0:00,1
270914,0,1977-12-17 0:00,1
91791,1,1986-08-12 0:00,1
22150,0,1948-06-19 0:00,1
265430,0,1956-10-16 0:00,1
275526,0,1935-10-21 0:00,1
353955,1,1997-02-14 0:00,1
234019,0,1965-05-20 0:00,1
159361,1,1957-03-25 0:00,1
262191,0,1942-04-01 0:00,1
318599,0,1947-06-26 0:00,1
93501,1,1937-05-17 0:00,1
163113,0,1979-03-25 0:00,1
335995,0,1967-11-06 0:00,1
53753,0,1929-12-17 0:00,1
253709,1,2000-11-06 0:00,1
216305,1,1966-12-10 0:00,1
211967,1,1947-11-27 0:00,1
214608,0,1981-12-05 0:00,1
174429,1,1959-05-14 0:00,1
206189,0,1977-02-10 0:00,1
167933,0,1942-08-10 0:00,1
16751,1,1961-02-13 0:00,1
55490,1,1969-07-01 0:00,1
113379,0,1949-09-17 0:00,1
74309,0,1964-05-29 0:00,1
54135,0,1961-10-12 0:00,1
277477,1,1948-03-20 0:00,1
197622,0,1973-05-15 0:00,1
235728,1,1972-02-18 0:00,1
85756,1,1921-10-21 0:00,1
49261,0,1933-10-07 0:00,1
309377,1,1961-11-02 0:00,1
54370,0,1961-04-14 0:00,1
242255,0,1919-04-02 0:00,1
232976,0,1960-04-08 0:00,1
97408,0,1942-01-26 0:00,1
53134,0,1973-12-07 0:00,1
312142,0,2004-04-20 0:00,1
129444,0,1957-03-13 0:00,1
156513,0,1945-04-01 0:00,1
258941,0,1965-08-19 0:00,1
76054,1,1937-09-05 0:00,1
215471,1,1987-06-01 0:00,1
77301,0,1973-09-21 0:00,1
134537,1,1994-11-23 0:00,1
145654,0,1959-10-22 0:00,1
172000,1,1985-05-10 0:00,1
338704,0,1995-11-05 0:00,1
183905,1,1991-04-05 0:00,1
57287,1,1960-08-17 0:00,1
128327,0,1937-05-13 0:00,1
31443,0,1967-08-26 0:00,1
150913,0,1959-08-26 0:00,1
40517,0,1931-06-30 0:00,1
299230,1,1958-07-10 0:00,1
91928,1,1941-07-25 0:00,1
295340,0,1961-02-12 0:00,1
150775,0,1953-11-28 0:00,1
135731,1,1972-10-19 0:00,1
336184,1,1937-06-26 0:00,1
200972,0,1953-07-26 0:00,1
359174,0,1980-03-09 0:00,1
73740,0,1974-03-27 0:00,1
165218,1,1984-04-17 0:00,1
140337,0,1973-04-29 0:00,1
271450,0,1961-03-22 0:00,1
337043,0,2002-07-21 0:00,1
9730,0,1916-10-11 0:00,1
335549,1,1962-01-18 0:00,1
55462,0,1983-12-09 0:00,1
94170,1,1954-12-04 0:00,1
98872,0,2009-11-30 0:00,1
303776,0,1965-08-18 0:00,1
365352,0,1935-07-06 0:00,1
141013,1,1956-11-03 0:00,1
186955,0,1994-09-03 0:00,1
332702,0,1958-08-28 0:00,1
263406,0,1943-09-17 0:00,1
87518,1,1964-02-07 0:00,1
103898,0,1946-12-06 0:00,1
60095,1,1962-07-01 0:00,1
261700,1,1988-04-26 0:00,0
314809,0,1946-09-03 0:00,1
164823,1,1943-02-22 0:00,1
281502,0,1928-04-19 0:00,1
316134,0,1952-02-12 0:00,1
154261,1,1969-07-14 0:00,1
4768,1,1937-02-20 0:00,1
58249,0,1958-02-09 0:00,1
106515,1,1934-09-06 0:00,1
